name,longitude,latitude,label,source
Saint Petersburg,30.3167,59.95,240,http://dbpedia.org/
Kochi,76.2333,9.96667,241,http://sws.geonames.org/
Cochin (India),76.2333,9.96667,241,http://data.nytimes.com/
kochi,76.2167,9.9667,241,http://rdf.freebase.com/
curitiba,-49.2535,-25.4687,242,http://rdf.freebase.com/
Curitiba,-49.2731,-25.4278,242,http://sws.geonames.org/
Curitiba (Brazil),-49.2731,-25.4278,242,http://data.nytimes.com/
Curitiba,-49.25,-25.4167,242,http://dbpedia.org/
deauville,0.0714,49.3592,243,http://rdf.freebase.com/
Deauville (France),0.069952,49.357,243,http://data.nytimes.com/
Deauville,0.069952,49.357,243,http://sws.geonames.org/
Deauville,0.0753,49.36,243,http://dbpedia.org/
Glasgow,-4.259,55.858,244,http://dbpedia.org/
glasgow,-4.27,55.87,244,http://rdf.freebase.com/
Glasgow (Scotland),-4.25763,55.8652,244,http://data.nytimes.com/
Glasgow,-4.25763,55.8652,244,http://sws.geonames.org/
Da Nang,108.221,16.0678,245,http://sws.geonames.org/
Da Nang,108.233,16.0667,245,http://dbpedia.org/
da nang,108.233,16.0667,245,http://rdf.freebase.com/
Danang (Vietnam),108.221,16.0678,245,http://data.nytimes.com/
"Provincetown, Massachusetts",,,246,http://dbpedia.org/
Provincetown,-70.1786,42.0584,246,http://sws.geonames.org/
provincetown,-70.1792,42.0583,246,http://rdf.freebase.com/
Provincetown (Mass),-70.1786,42.0584,246,http://data.nytimes.com/
Eilat (Israel),34.9517,29.5611,247,http://data.nytimes.com/
Eilat,34.9517,29.5611,247,http://sws.geonames.org/
Eilat,,,247,http://dbpedia.org/
eilat,34.95,29.55,247,http://rdf.freebase.com/
Hood River,-121.521,45.7054,248,http://sws.geonames.org/
hood river oregon,-121.52,45.7056,248,http://rdf.freebase.com/
"Hood River, Oregon",,,248,http://dbpedia.org/
Hood River (Ore),-121.521,45.7054,248,http://data.nytimes.com/
vientiane,102.6,17.9667,249,http://rdf.freebase.com/
Vientiane,102.6,17.9667,249,http://dbpedia.org/
Vientiane,102.6,17.9667,249,http://sws.geonames.org/
Vientiane (Laos),102.6,17.9667,249,http://data.nytimes.com/
Sochi,39.7303,43.6,250,http://sws.geonames.org/
sochi,39.7228,43.6127,250,http://rdf.freebase.com/
Sochi,39.7203,43.5853,250,http://dbpedia.org/
Sochi (Russia),39.7303,43.6,250,http://data.nytimes.com/
Brooklyn Heights (NYC),-73.9943,40.6977,251,http://data.nytimes.com/
Brooklyn Heights,-73.9943,40.6977,251,http://sws.geonames.org/
"Brooklyn Heights, Brooklyn",,,251,http://dbpedia.org/
brooklyn heights brooklyn,-73.9939,40.6998,251,http://rdf.freebase.com/
Palisades Park,-73.9976,40.8482,252,http://sws.geonames.org/
Palisades Park (NJ),-73.9976,40.8482,252,http://data.nytimes.com/
palisades park,-73.9981,40.8481,252,http://rdf.freebase.com/
"Palisades Park, New Jersey",,,252,http://dbpedia.org/
salem massachusetts,-70.8972,42.5194,253,http://rdf.freebase.com/
Salem (Mass),-70.8967,42.5195,253,http://data.nytimes.com/
"Salem, Massachusetts",,,253,http://dbpedia.org/
Salem,-70.8967,42.5195,253,http://sws.geonames.org/
Ocean City,-75.0849,38.3365,254,http://sws.geonames.org/
"Ocean City, Maryland",,,254,http://dbpedia.org/
Ocean City (Md),-75.0849,38.3365,254,http://data.nytimes.com/
ocean city,-75.0853,38.3364,254,http://rdf.freebase.com/
Urgup,,,255,http://dbpedia.org/
Urgup (Turkey),34.9131,38.6314,255,http://data.nytimes.com/
urgup,34.913056,38.631389,255,http://rdf.freebase.com/
Ürgüp,34.9131,38.6314,255,http://sws.geonames.org/
Inwood (NYC),-73.9268,40.8657,256,http://data.nytimes.com/
"Inwood, Manhattan",,,256,http://dbpedia.org/
Inwood,-73.9268,40.8657,256,http://sws.geonames.org/
inwood manhattan,-73.921509,40.867444,256,http://rdf.freebase.com/
City Island,-73.7865,40.8473,257,http://sws.geonames.org/
City Island (NYC),-73.7865,40.8473,257,http://data.nytimes.com/
varanasi,82.9557,25.2807,258,http://rdf.freebase.com/
Varanasi,83.0,25.3333,258,http://sws.geonames.org/
Varanasi (India),83.0,25.3333,258,http://data.nytimes.com/
Varanasi,82.9563,25.282,258,http://dbpedia.org/
"Ludlow (town), Vermont",,,259,http://dbpedia.org/
Ludlow (Vt),-72.7007,43.3959,259,http://data.nytimes.com/
Ludlow,-72.7007,43.3959,259,http://sws.geonames.org/
ludlow united states,-72.7011,43.3958,259,http://rdf.freebase.com/
deer isle,-68.6781,44.2239,260,http://rdf.freebase.com/
"Deer Isle, Maine",,,260,http://dbpedia.org/
Helsinki (Finland),24.9342,60.1756,261,http://data.nytimes.com/
helsinki,24.9375,60.1708,261,http://rdf.freebase.com/
Helsinki,24.9354,60.1695,261,http://sws.geonames.org/
Helsinki,,,261,http://dbpedia.org/
Aragon,-1.0,41.0,262,http://dbpedia.org/
aragon,-1.0,41.0,262,http://rdf.freebase.com/
marathon florida,-81.0906,24.7133,263,http://rdf.freebase.com/
Marathon,-81.0904,24.7138,263,http://sws.geonames.org/
"Marathon, Florida",,,263,http://dbpedia.org/
Marathon (Fla),-81.0904,24.7138,263,http://data.nytimes.com/
Phuket (Thailand),98.4,7.88333,264,http://data.nytimes.com/
Phuket,98.3981,7.89059,264,http://sws.geonames.org/
"Sag Harbor, New York",,,265,http://dbpedia.org/
Sag Harbor (NY),-72.2926,40.9979,265,http://data.nytimes.com/
Sag Harbor,-72.2926,40.9979,265,http://sws.geonames.org/
sag harbor,-72.2931,40.9978,265,http://rdf.freebase.com/
Santa Barbara,-119.698,34.4208,266,http://sws.geonames.org/
santa barbara,-119.697,34.4208,266,http://rdf.freebase.com/
"Santa Barbara, California",,,266,http://dbpedia.org/
Santa Barbara (Calif),-119.698,34.4208,266,http://data.nytimes.com/
Port Elizabeth,25.5833,-33.9667,267,http://sws.geonames.org/
Port Elizabeth,25.6,-33.9581,267,http://dbpedia.org/
Port Elizabeth (South Africa),25.5833,-33.9667,267,http://data.nytimes.com/
port elizabeth eastern cape,25.602,-33.9608,267,http://rdf.freebase.com/
Sintra (Portugal),-9.38333,38.8,268,http://data.nytimes.com/
sintra,-9.38919,38.7977,268,http://rdf.freebase.com/
Sintra,,,268,http://dbpedia.org/
Sintra,-9.38333,38.8,268,http://sws.geonames.org/
Orlando (Fla),-81.3792,28.5383,270,http://data.nytimes.com/
Orlando,-81.3792,28.5383,270,http://sws.geonames.org/
"Orlando, Florida",,,270,http://dbpedia.org/
orlando,-81.3794,28.5381,270,http://rdf.freebase.com/
"Niagara Falls, New York",,,271,http://dbpedia.org/
Niagara Falls,-79.0567,43.0945,271,http://sws.geonames.org/
niagara falls new york,-79.0569,43.0944,271,http://rdf.freebase.com/
Niagara Falls (NY),-79.0567,43.0945,271,http://data.nytimes.com/
Killarney,-9.51667,52.05,272,http://sws.geonames.org/
Killarney,-9.5072,52.0588,272,http://dbpedia.org/
Killarney (Ireland),-9.51667,52.05,272,http://data.nytimes.com/
killarney,-9.50712,52.0599,272,http://rdf.freebase.com/
Battery Park City,-74.0163,40.7115,273,http://sws.geonames.org/
Battery Park City,-74.0157,40.7127,273,http://dbpedia.org/
Battery Park City (NYC),-74.0163,40.7115,273,http://data.nytimes.com/
battery park city manhattan,-74.0157,40.7127,273,http://rdf.freebase.com/
Belize City,-88.1976,17.4995,274,http://sws.geonames.org/
belize city,-88.1828,17.4964,274,http://rdf.freebase.com/
Belize City (Belize),-88.1976,17.4995,274,http://data.nytimes.com/
Belize City,-88.1833,17.4833,274,http://dbpedia.org/
"New Castle, New York",,,275,http://dbpedia.org/
new castle new york,-73.768611,41.185278,275,http://rdf.freebase.com/
Milwaukee,-87.9558,43.0522,276,http://dbpedia.org/
Milwaukee (Wis),-87.9065,43.0389,276,http://data.nytimes.com/
Milwaukee,-87.9065,43.0389,276,http://sws.geonames.org/
milwaukee,-87.9064,43.0389,276,http://rdf.freebase.com/
Zurich,8.55,47.3667,277,http://sws.geonames.org/
Zrich,,,277,http://dbpedia.org/
zurich,8.53803,47.369,277,http://rdf.freebase.com/
Zurich (Switzerland),8.55,47.3667,277,http://data.nytimes.com/
Johannesburg,28.0436,-26.2023,278,http://sws.geonames.org/
Johannesburg,28.0456,-26.2044,278,http://dbpedia.org/
Johannesburg (South Africa),28.0833,-26.2,278,http://data.nytimes.com/
johannesburg,28.0667,-26.2,278,http://rdf.freebase.com/
Antigua Guatemala,-90.7344,14.5611,279,http://sws.geonames.org/
Antigua Guatemala,-90.7333,14.5667,279,http://dbpedia.org/
Antigua (Guatemala),-90.7344,14.5611,279,http://data.nytimes.com/
antigua guatemala,-90.7328,14.5517,279,http://rdf.freebase.com/
Indianapolis,-86.1582,39.7683,280,http://dbpedia.org/
Indianapolis (Ind),-86.158,39.7684,280,http://data.nytimes.com/
indianapolis,-86.1581,39.7683,280,http://rdf.freebase.com/
Indianapolis,-86.158,39.7684,280,http://sws.geonames.org/
Courchevel (France),6.65,45.4167,281,http://data.nytimes.com/
courchevel,6.6339,45.415,281,http://rdf.freebase.com/
Courchevel,6.63488,45.3974,281,http://dbpedia.org/
Courchevel,6.63643,45.4154,281,http://sws.geonames.org/
huntington beach,-117.998,33.6603,282,http://rdf.freebase.com/
"Huntington Beach, California",,,282,http://dbpedia.org/
Huntington Beach (Calif),-117.999,33.6603,282,http://data.nytimes.com/
Huntington Beach,-117.999,33.6603,282,http://sws.geonames.org/
oklahoma city,-97.5161,35.4675,283,http://rdf.freebase.com/
Oklahoma City,-97.5352,35.4823,283,http://dbpedia.org/
Oklahoma City (Okla),-97.5164,35.4676,283,http://data.nytimes.com/
Oklahoma City,-97.5164,35.4676,283,http://sws.geonames.org/
Belgrade,20.4622,44.8206,284,http://dbpedia.org/
Belgrade (Serbia),20.4681,44.8186,284,http://data.nytimes.com/
Belgrade,20.4651,44.804,284,http://sws.geonames.org/
belgrade,20.4622,44.8206,284,http://rdf.freebase.com/
cortona,11.9833,43.2667,285,http://rdf.freebase.com/
Cortona,11.9853,43.2747,285,http://sws.geonames.org/
Cortona (Italy),11.9853,43.2747,285,http://data.nytimes.com/
Cortona,11.9881,43.2756,285,http://dbpedia.org/
Frankfurt (Germany),8.68333,50.1167,286,http://data.nytimes.com/
Frankfurt am Main,,,286,http://dbpedia.org/
Frankfurt am Main,8.68333,50.1167,286,http://sws.geonames.org/
frankfurt,8.68333,50.1167,286,http://rdf.freebase.com/
Padua,11.8818,45.4152,287,http://sws.geonames.org/
Padua (Italy),11.8818,45.4152,287,http://data.nytimes.com/
Padua,11.8667,45.4167,287,http://dbpedia.org/
padua,11.8667,45.4167,287,http://rdf.freebase.com/
Genoa,8.93278,44.4111,288,http://dbpedia.org/
Genoa (Italy),8.93386,44.4063,288,http://data.nytimes.com/
Genoa,8.93386,44.4063,288,http://sws.geonames.org/
genoa,8.92389,44.4167,288,http://rdf.freebase.com/
Estoril,-9.39773,38.7057,289,http://sws.geonames.org/
Estoril,-9.39778,38.7061,289,http://dbpedia.org/
Estoril (Portugal),-9.39773,38.7057,289,http://data.nytimes.com/
estoril,-9.4231,38.6983,289,http://rdf.freebase.com/
liberia costa rica,-85.4333,10.6333,290,http://rdf.freebase.com/
"Liberia, Costa Rica",,,290,http://dbpedia.org/
Liberia,-85.4333,10.6333,290,http://sws.geonames.org/
Liberia (Costa Rica),-85.4333,10.6333,290,http://data.nytimes.com/
mumbai,72.8258,18.9647,291,http://rdf.freebase.com/
Mumbai,72.8479,19.0144,291,http://sws.geonames.org/
Mumbai (India),72.8479,19.0144,291,http://data.nytimes.com/
Mumbai,72.8258,18.975,291,http://dbpedia.org/
"Kent, Connecticut",,,292,http://dbpedia.org/
Kent,-73.4771,41.7248,292,http://sws.geonames.org/
Kent (Conn),-73.4771,41.7248,292,http://data.nytimes.com/
kent connecticut,-73.4775,41.7247,292,http://rdf.freebase.com/
Uppsala,17.6333,59.85,293,http://dbpedia.org/
uppsala,17.6389,59.8586,293,http://rdf.freebase.com/
Uppsala (Sweden),17.6454,59.8585,293,http://data.nytimes.com/
Uppsala,17.6454,59.8585,293,http://sws.geonames.org/
Casablanca,-7.58333,33.5333,295,http://dbpedia.org/
Casablanca,-7.61,33.59,295,http://sws.geonames.org/
casablanca,-7.62,33.5992,295,http://rdf.freebase.com/
Casablanca (Morocco),-7.61,33.59,295,http://data.nytimes.com/
durban,31.0236,-29.8697,296,http://rdf.freebase.com/
Durban (South Africa),31.0167,-29.85,296,http://data.nytimes.com/
Durban,31.0167,-29.85,296,http://sws.geonames.org/
Durban,31.05,-29.8833,296,http://dbpedia.org/
Cambridge,0.1225,52.2081,297,http://dbpedia.org/
Cambridge (England),0.116667,52.2,297,http://data.nytimes.com/
Cambridge,0.116667,52.2,297,http://sws.geonames.org/
cambridge,0.13,52.21,297,http://rdf.freebase.com/
grasse,6.9258,43.6589,298,http://rdf.freebase.com/
Grasse,6.9167,43.6667,298,http://dbpedia.org/
Grasse,6.91667,43.6667,298,http://sws.geonames.org/
Grasse (France),6.91667,43.6667,298,http://data.nytimes.com/
dusseldorf,6.78278,51.2256,299,http://rdf.freebase.com/
Dusseldorf,,,299,http://dbpedia.org/
Düsseldorf,6.77616,51.2217,299,http://sws.geonames.org/
Dusseldorf (Germany),6.77616,51.2217,299,http://data.nytimes.com/
Portland (Me),-70.2553,43.6615,300,http://data.nytimes.com/
Portland,-70.2553,43.6615,300,http://sws.geonames.org/
portland maine,-70.2558,43.6614,300,http://rdf.freebase.com/
"Portland, Maine",,,300,http://dbpedia.org/
Rome,12.4839,41.8947,301,http://sws.geonames.org/
rome,12.5,41.9,301,http://rdf.freebase.com/
Rome (Italy),12.4833,41.9,301,http://data.nytimes.com/
Rome,12.5,41.9,301,http://dbpedia.org/
sderot,34.5833,31.5167,302,http://rdf.freebase.com/
Sderot,,,302,http://dbpedia.org/
Sderot,34.5833,31.5167,302,http://sws.geonames.org/
Sderot (Israel),34.5833,31.5167,302,http://data.nytimes.com/
Cologne,6.95,50.9333,303,http://sws.geonames.org/
Cologne (Germany),6.95,50.9333,303,http://data.nytimes.com/
Cologne,6.96667,50.95,303,http://dbpedia.org/
cologne,7.02919,50.9424,303,http://rdf.freebase.com/
Mosul,43.1167,36.3667,304,http://dbpedia.org/
Mosul,43.1189,36.335,304,http://sws.geonames.org/
Mosul (Iraq),43.1189,36.335,304,http://data.nytimes.com/
mosul,43.1292,36.3414,304,http://rdf.freebase.com/
Thessaloniki,22.9439,40.6403,306,http://sws.geonames.org/
Thessaloniki (Greece),22.9439,40.6403,306,http://data.nytimes.com/
thessaloniki,22.95,40.6333,306,http://rdf.freebase.com/
Thessaloniki,22.9,40.65,306,http://dbpedia.org/
rockland,-69.1094,44.1036,307,http://rdf.freebase.com/
Rockland,-69.1089,44.1037,307,http://sws.geonames.org/
"Rockland, Maine",,,307,http://dbpedia.org/
Rockland (Me),-69.1089,44.1037,307,http://data.nytimes.com/
"Jersey City, New Jersey",,,308,http://dbpedia.org/
jersey city,-74.0781,40.7281,308,http://rdf.freebase.com/
Jersey City,-74.0776,40.7282,308,http://sws.geonames.org/
Jersey City (NJ),-74.0776,40.7282,308,http://data.nytimes.com/
Chichen Itza,-88.5667,20.6667,309,http://sws.geonames.org/
Chichen Itza (Mexico),-88.5667,20.6667,309,http://data.nytimes.com/
"Cobble Hill, Brooklyn",,,310,http://dbpedia.org/
cobble hill brooklyn,-73.995944,40.688194,310,http://rdf.freebase.com/
Cobble Hill (NYC),-73.9981,40.6875,310,http://data.nytimes.com/
Cobble Hill,-73.9981,40.6875,310,http://sws.geonames.org/
millau,3.07833,44.0986,311,http://rdf.freebase.com/
Millau (France),3.08333,44.1,311,http://data.nytimes.com/
Millau,3.07833,44.0986,311,http://dbpedia.org/
Millau,3.08333,44.1,311,http://sws.geonames.org/
"Laguna Beach, California",,,312,http://dbpedia.org/
Laguna Beach (Calif),-117.783,33.5422,312,http://data.nytimes.com/
Laguna Beach,-117.783,33.5422,312,http://sws.geonames.org/
laguna beach,-117.782,33.5422,312,http://rdf.freebase.com/
Tallinn,24.7453,59.4372,313,http://dbpedia.org/
Tallinn (Estonia),24.7535,59.437,313,http://data.nytimes.com/
tallinn,24.7549,59.4339,313,http://rdf.freebase.com/
Tallinn,24.7535,59.437,313,http://sws.geonames.org/
"Myrtle Beach, South Carolina",,,314,http://dbpedia.org/
Myrtle Beach (SC),-78.8867,33.6891,314,http://data.nytimes.com/
myrtle beach,-78.8869,33.6889,314,http://rdf.freebase.com/
Myrtle Beach,-78.8867,33.6891,314,http://sws.geonames.org/
New Rochelle (NY),-73.7824,40.9115,315,http://data.nytimes.com/
new rochelle,-73.7828,40.9114,315,http://rdf.freebase.com/
New Rochelle,-73.7824,40.9115,315,http://sws.geonames.org/
"New Rochelle, New York",,,315,http://dbpedia.org/
Bedford-Stuyvesant (NYC),-73.9412,40.6834,316,http://data.nytimes.com/
bedford stuyvesant brooklyn,-73.941111,40.683333,316,http://rdf.freebase.com/
"Bedford-Stuyvesant, Brooklyn",,,316,http://dbpedia.org/
Bedford-Stuyvesant,-73.9412,40.6834,316,http://sws.geonames.org/
hyannis,-70.2833,41.6528,317,http://rdf.freebase.com/
"Hyannis, Massachusetts",,,317,http://dbpedia.org/
Saas-Fee,7.92917,46.1097,319,http://dbpedia.org/
Saas-Fee,7.93488,46.1135,319,http://sws.geonames.org/
saas-fee,7.92917,46.1097,319,http://rdf.freebase.com/
Saas-Fee (Switzerland),7.93488,46.1135,319,http://data.nytimes.com/
orvieto,12.1,42.7167,320,http://rdf.freebase.com/
Orvieto,12.1,42.7167,320,http://dbpedia.org/
Orvieto,12.1116,42.7195,320,http://sws.geonames.org/
Orvieto (Italy),12.1116,42.7195,320,http://data.nytimes.com/
Vina del Mar (Chile),-71.5518,-33.0246,321,http://data.nytimes.com/
Viña del Mar,-71.5518,-33.0246,321,http://sws.geonames.org/
vina del mar,-71.5417,-33.0333,321,http://rdf.freebase.com/
Vina del Mar,,,321,http://dbpedia.org/
Raleigh (NC),-78.6386,35.7721,322,http://data.nytimes.com/
raleigh,-78.6389,35.7719,322,http://rdf.freebase.com/
"Raleigh, North Carolina",,,322,http://dbpedia.org/
Raleigh,-78.6386,35.7721,322,http://sws.geonames.org/
Klosterneuburg,16.3252,48.3052,323,http://sws.geonames.org/
Klosterneuburg,,,323,http://dbpedia.org/
klosterneuburg,16.3167,48.3042,323,http://rdf.freebase.com/
Klosterneuburg (Austria),16.3252,48.3052,323,http://data.nytimes.com/
san diego,-117.156,32.7153,324,http://rdf.freebase.com/
San Diego (Calif),-117.157,32.7153,324,http://data.nytimes.com/
San Diego,-117.157,32.7153,324,http://sws.geonames.org/
San Diego,-117.162,32.715,324,http://dbpedia.org/
La Rochelle,-1.15,46.1667,325,http://sws.geonames.org/
La Rochelle,-1.15165,46.1591,325,http://dbpedia.org/
La Rochelle (France),-1.15,46.1667,325,http://data.nytimes.com/
la rochelle,-1.15,46.1667,325,http://rdf.freebase.com/
kinsale,-8.53056,51.7075,326,http://rdf.freebase.com/
Kinsale,-8.53056,51.7075,326,http://sws.geonames.org/
Kinsale (Ireland),-8.53056,51.7075,326,http://data.nytimes.com/
Kinsale,-8.53056,51.7075,326,http://dbpedia.org/
playa zancudo,-83.1467,8.54405,327,http://rdf.freebase.com/
Playa Zancudo,-83.1467,8.54405,327,http://dbpedia.org/
Szentendre,19.0756,47.6694,328,http://sws.geonames.org/
Szentendre,19.0686,47.7044,328,http://dbpedia.org/
szentendre,19.0686,47.7044,328,http://rdf.freebase.com/
Szentendre (Hungary),19.0756,47.6694,328,http://data.nytimes.com/
Palm Springs (Calif),-116.545,33.8303,329,http://data.nytimes.com/
palm springs,-116.544,33.8303,329,http://rdf.freebase.com/
"Palm Springs, California",,,329,http://dbpedia.org/
Palm Springs,-116.545,33.8303,329,http://sws.geonames.org/
Cardiff,-3.18,51.48,330,http://sws.geonames.org/
Cardiff,-3.18667,51.4853,330,http://dbpedia.org/
cardiff,-3.1771,51.478,330,http://rdf.freebase.com/
Cardiff (Wales),-3.18,51.48,330,http://data.nytimes.com/
Sydney,151.211,-33.86,331,http://dbpedia.org/
sydney,151.209,-33.8683,331,http://rdf.freebase.com/
Sydney (Australia),151.207,-33.8679,331,http://data.nytimes.com/
Sydney,151.207,-33.8679,331,http://sws.geonames.org/
boquete,-82.44,8.78,332,http://rdf.freebase.com/
Boquete,-82.4333,8.78333,332,http://sws.geonames.org/
"Boquete, Chiriqui",,,332,http://dbpedia.org/
Boquete (Panama),-82.4333,8.78333,332,http://data.nytimes.com/
Rincon (Puerto Rico),-67.2499,18.3402,333,http://data.nytimes.com/
rincon puerto rico,-67.2517,18.3403,333,http://rdf.freebase.com/
Rincon,-67.2499,18.3402,333,http://sws.geonames.org/
"Rincon, Puerto Rico",,,333,http://dbpedia.org/
Auckland,174.74,-36.8404,334,http://dbpedia.org/
auckland,174.783,-36.85,334,http://rdf.freebase.com/
caratinga,-42.1333,-19.7833,335,http://rdf.freebase.com/
Caratinga,-42.1333,-19.625,335,http://dbpedia.org/
Cork (Ireland),-8.49583,51.8986,336,http://data.nytimes.com/
Cork,-8.49583,51.8986,336,http://sws.geonames.org/
cork,-8.47306,51.9,336,http://rdf.freebase.com/
Cork (city),-8.47,51.8972,336,http://dbpedia.org/
cirencester,-1.96346,51.7124,337,http://rdf.freebase.com/
Cirencester,-1.968,51.719,337,http://dbpedia.org/
Cirencester,-1.98333,51.7333,337,http://sws.geonames.org/
Cirencester (England),-1.98333,51.7333,337,http://data.nytimes.com/
Quebec City,-71.2167,46.8167,338,http://dbpedia.org/
Quebec City (Quebec),-71.2145,46.8123,338,http://data.nytimes.com/
Quebec City,-71.2145,46.8123,338,http://sws.geonames.org/
quebec city,-71.2189,46.8902,338,http://rdf.freebase.com/
new castle delaware,-75.5667,39.6619,339,http://rdf.freebase.com/
"New Castle, Delaware",,,339,http://dbpedia.org/
New Castle (Del),-75.5663,39.6621,339,http://data.nytimes.com/
New Castle,-75.5663,39.6621,339,http://sws.geonames.org/
Hong Kong,114.159,22.2783,340,http://dbpedia.org/
Hong Kong,114.158,22.2855,340,http://sws.geonames.org/
Hong Kong,114.15,22.284,340,http://data.nytimes.com/
hong kong,114.167,22.3,340,http://rdf.freebase.com/
Falmouth (Mass),-70.6148,41.5515,341,http://data.nytimes.com/
"Falmouth, Massachusetts",,,341,http://dbpedia.org/
Falmouth,-70.6148,41.5515,341,http://sws.geonames.org/
"Irvington, New Jersey",,,342,http://dbpedia.org/
Irvington,-74.2349,40.7323,342,http://sws.geonames.org/
irvington,-74.2319,40.7256,342,http://rdf.freebase.com/
Irvington (NJ),-74.2349,40.7323,342,http://data.nytimes.com/
Giverny,1.53333,49.0667,343,http://sws.geonames.org/
Giverny (France),1.53333,49.0667,343,http://data.nytimes.com/
giverny,1.53,49.0769,343,http://rdf.freebase.com/
Giverny,1.53,49.0769,343,http://dbpedia.org/
Granada,-85.95,11.9333,345,http://sws.geonames.org/
Granada (Nicaragua),-85.95,11.9333,345,http://data.nytimes.com/
"Granada, Nicaragua",,,345,http://dbpedia.org/
granada nicaragua,-85.95,11.9333,345,http://rdf.freebase.com/
Stuttgart,9.17702,48.7823,346,http://sws.geonames.org/
Stuttgart,9.17944,48.7786,346,http://dbpedia.org/
Stuttgart (Germany),9.17702,48.7823,346,http://data.nytimes.com/
stuttgart,9.1775,48.7767,346,http://rdf.freebase.com/
Pawtucket (RI),-71.3826,41.8787,347,http://data.nytimes.com/
Pawtucket,-71.3826,41.8787,347,http://sws.geonames.org/
pawtucket,-71.3831,41.8786,347,http://rdf.freebase.com/
"Pawtucket, Rhode Island",,,347,http://dbpedia.org/
millbrook,-73.6944,41.785,348,http://rdf.freebase.com/
Millbrook,-73.694,41.7851,348,http://sws.geonames.org/
"Millbrook, New York",,,348,http://dbpedia.org/
Millbrook (NY),-73.694,41.7851,348,http://data.nytimes.com/
"Seward, Alaska",,,349,http://dbpedia.org/
Seward,-149.442,60.1042,349,http://sws.geonames.org/
Seward (Alaska),-149.442,60.1042,349,http://data.nytimes.com/
seward,-149.433,60.1244,349,http://rdf.freebase.com/
Ajman,55.435,25.4111,350,http://sws.geonames.org/
Ajman (United Arab Emirates),55.435,25.4111,350,http://data.nytimes.com/
Ajman,55.5,25.4167,350,http://dbpedia.org/
ajman,55.5167,25.3833,350,http://rdf.freebase.com/
Ankara (Turkey),32.8644,39.9272,351,http://data.nytimes.com/
Ankara,32.8333,39.8667,351,http://dbpedia.org/
Ankara,32.8543,39.9199,351,http://sws.geonames.org/
ankara,32.85,39.9167,351,http://rdf.freebase.com/
riga,24.104,56.9496,352,http://rdf.freebase.com/
Riga,24.1059,56.946,352,http://sws.geonames.org/
Riga,24.1064,56.9489,352,http://dbpedia.org/
Riga (Latvia),24.1,56.95,352,http://data.nytimes.com/
saint paul,-93.0931,44.9444,353,http://rdf.freebase.com/
"Saint Paul, Minnesota",,,353,http://dbpedia.org/
St Paul (Minn),-93.0933,44.9444,353,http://data.nytimes.com/
Saint Paul,-93.0933,44.9444,353,http://sws.geonames.org/
aix-en-provence,5.44722,43.53,354,http://rdf.freebase.com/
Aix-en-Provence (France),5.44973,43.5283,354,http://data.nytimes.com/
Aix-en-Provence,5.45402,43.5311,354,http://dbpedia.org/
Aix-en-Provence,5.44973,43.5283,354,http://sws.geonames.org/
Saugatuck,-86.202,42.655,355,http://sws.geonames.org/
Saugatuck (Mich),-86.202,42.655,355,http://data.nytimes.com/
saugatuck,-86.2019,42.655,355,http://rdf.freebase.com/
"Saugatuck, Michigan",,,355,http://dbpedia.org/
pattaya,100.887,12.9363,356,http://rdf.freebase.com/
Pattaya,100.883,12.9333,356,http://sws.geonames.org/
Pattaya,100.875,12.9275,356,http://dbpedia.org/
Pattaya (Thailand),100.883,12.9333,356,http://data.nytimes.com/
merca,44.8833,1.7167,357,http://rdf.freebase.com/
Merca,44.77,1.71483,357,http://dbpedia.org/
Merca,44.8833,1.71667,357,http://sws.geonames.org/
Merka (Somalia),44.8833,1.71667,357,http://data.nytimes.com/
Auxerre,3.56667,47.8,358,http://sws.geonames.org/
Auxerre (France),3.56667,47.8,358,http://data.nytimes.com/
auxerre,3.56778,47.7983,358,http://rdf.freebase.com/
Auxerre,3.5672,47.7986,358,http://dbpedia.org/
Oxford,-1.25596,51.7522,359,http://sws.geonames.org/
Oxford,-1.25778,51.7519,359,http://dbpedia.org/
Oxford (England),-1.25596,51.7522,359,http://data.nytimes.com/
oxford,-1.25583,51.7511,359,http://rdf.freebase.com/
pawling,-73.6031,41.5619,360,http://rdf.freebase.com/
Pawling,-73.6026,41.562,360,http://sws.geonames.org/
Pawling (NY),-73.6026,41.562,360,http://data.nytimes.com/
"Pawling (town), New York",,,360,http://dbpedia.org/
providence,-71.4133,41.8239,361,http://rdf.freebase.com/
Providence (RI),-71.4128,41.824,361,http://data.nytimes.com/
"Providence, Rhode Island",,,361,http://dbpedia.org/
Providence,-71.4128,41.824,361,http://sws.geonames.org/
szeged,20.1667,46.25,362,http://rdf.freebase.com/
Szeged (Hungary),20.1482,46.253,362,http://data.nytimes.com/
Szeged,20.145,46.255,362,http://dbpedia.org/
Szeged,20.1482,46.253,362,http://sws.geonames.org/
San Miguel de Allende,-100.75,20.9167,363,http://sws.geonames.org/
san miguel de allende,-100.75,20.915,363,http://rdf.freebase.com/
San Miguel de Allende,-100.744,20.9142,363,http://dbpedia.org/
San Miguel de Allende (Mexico),-100.75,20.9167,363,http://data.nytimes.com/
Simi Valley,-118.781,34.2694,364,http://sws.geonames.org/
"Simi Valley, California",-118.739,34.2711,364,http://dbpedia.org/
Simi Valley (Calif),-118.781,34.2694,364,http://data.nytimes.com/
