File,Label
t_6047be0d6255e98d____c10_1____0.parquet,32
t_6047be0d6255e98d____c10_1____1.parquet,32
t_6047be0d6255e98d____c10_1____2.parquet,32
t_6047be0d6255e98d____c10_1____3.parquet,32
t_6047be0d6255e98d____c10_1____4.parquet,32
t_6047be0d6255e98d____c11_0____0.parquet,32
t_6047be0d6255e98d____c11_0____1.parquet,32
t_6047be0d6255e98d____c11_0____2.parquet,32
t_6047be0d6255e98d____c11_0____3.parquet,32
t_6047be0d6255e98d____c11_0____4.parquet,32
t_6047be0d6255e98d____c11_1____0.parquet,32
t_6047be0d6255e98d____c11_1____1.parquet,32
t_6047be0d6255e98d____c11_1____2.parquet,32
t_6047be0d6255e98d____c11_1____3.parquet,32
t_6047be0d6255e98d____c11_1____4.parquet,32
t_6047be0d6255e98d____c12_0____0.parquet,32
t_6047be0d6255e98d____c12_0____1.parquet,32
t_6047be0d6255e98d____c12_0____2.parquet,32
t_6047be0d6255e98d____c12_0____3.parquet,32
t_6047be0d6255e98d____c12_0____4.parquet,32
t_6047be0d6255e98d____c12_1____0.parquet,32
t_6047be0d6255e98d____c12_1____1.parquet,32
t_6047be0d6255e98d____c12_1____2.parquet,32
t_6047be0d6255e98d____c12_1____3.parquet,32
t_6047be0d6255e98d____c12_1____4.parquet,32
t_6047be0d6255e98d____c13_0____0.parquet,32
t_6047be0d6255e98d____c13_0____1.parquet,32
t_6047be0d6255e98d____c13_0____2.parquet,32
t_6047be0d6255e98d____c13_0____3.parquet,32
t_6047be0d6255e98d____c13_0____4.parquet,32
t_6047be0d6255e98d____c13_1____0.parquet,32
t_6047be0d6255e98d____c13_1____1.parquet,32
t_6047be0d6255e98d____c13_1____2.parquet,32
t_6047be0d6255e98d____c13_1____3.parquet,32
t_6047be0d6255e98d____c13_1____4.parquet,32
t_6047be0d6255e98d____c14_0____0.parquet,32
t_6047be0d6255e98d____c14_0____1.parquet,32
t_6047be0d6255e98d____c14_0____2.parquet,32
t_6047be0d6255e98d____c14_0____3.parquet,32
t_6047be0d6255e98d____c14_0____4.parquet,32
t_6047be0d6255e98d____c4_1____0.parquet,32
t_6047be0d6255e98d____c4_1____1.parquet,32
t_6047be0d6255e98d____c4_1____2.parquet,32
t_6047be0d6255e98d____c4_1____3.parquet,32
t_6047be0d6255e98d____c4_1____4.parquet,32
t_6047be0d6255e98d____c5_0____0.parquet,32
t_6047be0d6255e98d____c5_0____4.parquet,32
t_6047be0d6255e98d____c5_1____0.parquet,32
t_6047be0d6255e98d____c5_1____1.parquet,32
t_6047be0d6255e98d____c5_1____3.parquet,32
t_6047be0d6255e98d____c5_1____4.parquet,32
t_6047be0d6255e98d____c6_0____1.parquet,32
t_6047be0d6255e98d____c7_1____0.parquet,32
t_6047be0d6255e98d____c7_1____1.parquet,32
t_6047be0d6255e98d____c7_1____2.parquet,32
t_6047be0d6255e98d____c7_1____3.parquet,32
t_6047be0d6255e98d____c7_1____4.parquet,32
t_6047be0d6255e98d____c8_0____0.parquet,32
t_6047be0d6255e98d____c8_0____1.parquet,32
t_6047be0d6255e98d____c8_0____2.parquet,32
t_6047be0d6255e98d____c8_0____3.parquet,32
t_6047be0d6255e98d____c8_0____4.parquet,32
t_6047be0d6255e98d____c8_1____0.parquet,32
t_6047be0d6255e98d____c8_1____1.parquet,32
t_6047be0d6255e98d____c8_1____2.parquet,32
t_6047be0d6255e98d____c8_1____3.parquet,32
t_6047be0d6255e98d____c8_1____4.parquet,32
t_6047be0d6255e98d____c9_0____0.parquet,32
t_6047be0d6255e98d____c9_0____1.parquet,32
t_6047be0d6255e98d____c9_0____3.parquet,32
t_6047be0d6255e98d____c9_0____4.parquet,32
t_6047be0d6255e98d____c9_1____0.parquet,32
t_6047be0d6255e98d____c9_1____1.parquet,32
t_6047be0d6255e98d____c9_1____2.parquet,32
t_6047be0d6255e98d____c9_1____3.parquet,32
t_6047be0d6255e98d____c9_1____4.parquet,32
t_6047be0d6255e98d____c6_1____0.parquet,32
t_6047be0d6255e98d____c6_1____1.parquet,32
t_6047be0d6255e98d____c6_1____2.parquet,32
t_6047be0d6255e98d____c9_0____2.parquet,32
t_6047be0d6255e98d____c4_0____0.parquet,32
t_6047be0d6255e98d____c4_0____4.parquet,32
t_6047be0d6255e98d____c6_1____3.parquet,32
t_6047be0d6255e98d____c6_1____4.parquet,32
t_6047be0d6255e98d____c4_0____1.parquet,32
t_6047be0d6255e98d____c4_0____2.parquet,32
t_6047be0d6255e98d____c4_0____3.parquet,32
t_6047be0d6255e98d____c6_0____0.parquet,32
t_6047be0d6255e98d____c6_0____2.parquet,32
t_6047be0d6255e98d____c6_0____3.parquet,32
t_6047be0d6255e98d____c6_0____4.parquet,32
t_6047be0d6255e98d____c7_0____2.parquet,32
t_6047be0d6255e98d____c7_0____3.parquet,32
t_6047be0d6255e98d____c7_0____4.parquet,32
t_6047be0d6255e98d____c5_0____1.parquet,32
t_6047be0d6255e98d____c5_0____2.parquet,32
t_6047be0d6255e98d____c5_0____3.parquet,32
t_6047be0d6255e98d____c7_0____0.parquet,32
t_6047be0d6255e98d____c7_0____1.parquet,32
t_6047be0d6255e98d____c2_0____0.parquet,32
t_6047be0d6255e98d____c2_0____1.parquet,32
t_6047be0d6255e98d____c2_0____2.parquet,32
t_6047be0d6255e98d____c2_0____3.parquet,32
t_6047be0d6255e98d____c2_0____4.parquet,32
t_6047be0d6255e98d____c5_1____2.parquet,32
t_6047be0d6255e98d____c2_1____0.parquet,32
t_6047be0d6255e98d____c2_1____1.parquet,32
t_6047be0d6255e98d____c2_1____3.parquet,32
t_6047be0d6255e98d____c2_1____4.parquet,32
t_6047be0d6255e98d____c2_1____2.parquet,32
t_6047be0d6255e98d____c3_0____0.parquet,32
t_6047be0d6255e98d____c3_0____1.parquet,32
t_6047be0d6255e98d____c3_0____2.parquet,32
t_6047be0d6255e98d____c3_0____3.parquet,32
t_6047be0d6255e98d____c3_0____4.parquet,32
t_6047be0d6255e98d____c3_1____0.parquet,32
t_6047be0d6255e98d____c3_1____1.parquet,32
t_6047be0d6255e98d____c3_1____2.parquet,32
t_6047be0d6255e98d____c3_1____3.parquet,32
t_6047be0d6255e98d____c3_1____4.parquet,32
t_67c3f7ce5eab8804____c10_0____0.parquet,35
t_67c3f7ce5eab8804____c10_0____1.parquet,35
t_67c3f7ce5eab8804____c10_0____2.parquet,35
t_67c3f7ce5eab8804____c10_0____3.parquet,35
t_67c3f7ce5eab8804____c10_0____4.parquet,35
t_67c3f7ce5eab8804____c10_1____0.parquet,35
t_67c3f7ce5eab8804____c10_1____1.parquet,35
t_67c3f7ce5eab8804____c10_1____2.parquet,35
t_67c3f7ce5eab8804____c10_1____3.parquet,35
t_67c3f7ce5eab8804____c10_1____4.parquet,35
t_67c3f7ce5eab8804____c11_0____0.parquet,35
t_67c3f7ce5eab8804____c11_0____1.parquet,35
t_67c3f7ce5eab8804____c11_0____2.parquet,35
t_67c3f7ce5eab8804____c11_0____3.parquet,35
t_67c3f7ce5eab8804____c11_0____4.parquet,35
t_67c3f7ce5eab8804____c11_1____0.parquet,35
t_67c3f7ce5eab8804____c11_1____1.parquet,35
t_67c3f7ce5eab8804____c11_1____2.parquet,35
t_67c3f7ce5eab8804____c11_1____3.parquet,35
t_67c3f7ce5eab8804____c11_1____4.parquet,35
t_67c3f7ce5eab8804____c12_0____0.parquet,35
t_67c3f7ce5eab8804____c12_0____1.parquet,35
t_67c3f7ce5eab8804____c12_0____2.parquet,35
t_67c3f7ce5eab8804____c12_0____3.parquet,35
t_67c3f7ce5eab8804____c12_0____4.parquet,35
t_67c3f7ce5eab8804____c12_1____0.parquet,35
t_67c3f7ce5eab8804____c12_1____1.parquet,35
t_67c3f7ce5eab8804____c12_1____2.parquet,35
t_67c3f7ce5eab8804____c12_1____3.parquet,35
t_67c3f7ce5eab8804____c12_1____4.parquet,35
t_67c3f7ce5eab8804____c13_0____0.parquet,35
t_67c3f7ce5eab8804____c13_0____1.parquet,35
t_67c3f7ce5eab8804____c13_0____2.parquet,35
t_67c3f7ce5eab8804____c13_0____3.parquet,35
t_67c3f7ce5eab8804____c13_0____4.parquet,35
t_67c3f7ce5eab8804____c13_1____0.parquet,35
t_67c3f7ce5eab8804____c13_1____1.parquet,35
t_67c3f7ce5eab8804____c13_1____2.parquet,35
t_67c3f7ce5eab8804____c13_1____3.parquet,35
t_67c3f7ce5eab8804____c13_1____4.parquet,35
t_67c3f7ce5eab8804____c14_0____0.parquet,35
t_67c3f7ce5eab8804____c14_0____1.parquet,35
t_67c3f7ce5eab8804____c14_0____2.parquet,35
t_67c3f7ce5eab8804____c14_0____3.parquet,35
t_67c3f7ce5eab8804____c14_0____4.parquet,35
t_67c3f7ce5eab8804____c14_1____0.parquet,35
t_67c3f7ce5eab8804____c14_1____1.parquet,35
t_67c3f7ce5eab8804____c14_1____2.parquet,35
t_67c3f7ce5eab8804____c14_1____3.parquet,35
t_67c3f7ce5eab8804____c14_1____4.parquet,35
t_67c3f7ce5eab8804____c15_0____0.parquet,35
t_67c3f7ce5eab8804____c15_0____1.parquet,35
t_67c3f7ce5eab8804____c15_0____2.parquet,35
t_67c3f7ce5eab8804____c15_0____3.parquet,35
t_67c3f7ce5eab8804____c15_0____4.parquet,35
t_67c3f7ce5eab8804____c15_1____0.parquet,35
t_67c3f7ce5eab8804____c15_1____1.parquet,35
t_67c3f7ce5eab8804____c15_1____2.parquet,35
t_67c3f7ce5eab8804____c15_1____3.parquet,35
t_67c3f7ce5eab8804____c15_1____4.parquet,35
t_67c3f7ce5eab8804____c16_0____0.parquet,35
t_67c3f7ce5eab8804____c16_0____1.parquet,35
t_67c3f7ce5eab8804____c16_0____2.parquet,35
t_67c3f7ce5eab8804____c16_0____3.parquet,35
t_67c3f7ce5eab8804____c16_0____4.parquet,35
t_67c3f7ce5eab8804____c1_1____0.parquet,35
t_67c3f7ce5eab8804____c1_1____1.parquet,35
t_67c3f7ce5eab8804____c1_1____2.parquet,35
t_67c3f7ce5eab8804____c1_1____3.parquet,35
t_67c3f7ce5eab8804____c1_1____4.parquet,35
t_67c3f7ce5eab8804____c2_1____0.parquet,35
t_67c3f7ce5eab8804____c2_1____1.parquet,35
t_67c3f7ce5eab8804____c2_1____2.parquet,35
t_67c3f7ce5eab8804____c2_1____3.parquet,35
t_67c3f7ce5eab8804____c2_1____4.parquet,35
t_67c3f7ce5eab8804____c4_0____0.parquet,35
t_67c3f7ce5eab8804____c4_0____1.parquet,35
t_67c3f7ce5eab8804____c4_0____2.parquet,35
t_67c3f7ce5eab8804____c4_0____3.parquet,35
t_67c3f7ce5eab8804____c4_0____4.parquet,35
t_67c3f7ce5eab8804____c4_1____0.parquet,35
t_67c3f7ce5eab8804____c4_1____1.parquet,35
t_67c3f7ce5eab8804____c4_1____2.parquet,35
t_67c3f7ce5eab8804____c4_1____3.parquet,35
t_67c3f7ce5eab8804____c4_1____4.parquet,35
t_67c3f7ce5eab8804____c5_0____0.parquet,35
t_67c3f7ce5eab8804____c5_0____1.parquet,35
t_67c3f7ce5eab8804____c5_0____2.parquet,35
t_67c3f7ce5eab8804____c5_0____3.parquet,35
t_67c3f7ce5eab8804____c5_0____4.parquet,35
t_67c3f7ce5eab8804____c6_0____0.parquet,35
t_67c3f7ce5eab8804____c6_0____1.parquet,35
t_67c3f7ce5eab8804____c6_0____2.parquet,35
t_67c3f7ce5eab8804____c6_0____3.parquet,35
t_67c3f7ce5eab8804____c6_0____4.parquet,35
t_67c3f7ce5eab8804____c7_0____0.parquet,35
t_67c3f7ce5eab8804____c7_0____1.parquet,35
t_67c3f7ce5eab8804____c7_0____2.parquet,35
t_67c3f7ce5eab8804____c7_0____3.parquet,35
t_67c3f7ce5eab8804____c7_0____4.parquet,35
t_67c3f7ce5eab8804____c7_1____0.parquet,35
t_67c3f7ce5eab8804____c7_1____1.parquet,35
t_67c3f7ce5eab8804____c7_1____2.parquet,35
t_67c3f7ce5eab8804____c7_1____3.parquet,35
t_67c3f7ce5eab8804____c7_1____4.parquet,35
t_67c3f7ce5eab8804____c8_0____0.parquet,35
t_67c3f7ce5eab8804____c8_0____1.parquet,35
t_67c3f7ce5eab8804____c8_0____2.parquet,35
t_67c3f7ce5eab8804____c8_0____3.parquet,35
t_67c3f7ce5eab8804____c8_0____4.parquet,35
t_67c3f7ce5eab8804____c8_1____0.parquet,35
t_67c3f7ce5eab8804____c8_1____1.parquet,35
t_67c3f7ce5eab8804____c8_1____2.parquet,35
t_67c3f7ce5eab8804____c8_1____3.parquet,35
t_67c3f7ce5eab8804____c8_1____4.parquet,35
t_67c3f7ce5eab8804____c9_0____0.parquet,35
t_67c3f7ce5eab8804____c9_0____1.parquet,35
t_67c3f7ce5eab8804____c9_0____2.parquet,35
t_67c3f7ce5eab8804____c9_0____3.parquet,35
t_67c3f7ce5eab8804____c9_0____4.parquet,35
t_67c3f7ce5eab8804____c9_1____0.parquet,35
t_67c3f7ce5eab8804____c9_1____1.parquet,35
t_67c3f7ce5eab8804____c9_1____2.parquet,35
t_67c3f7ce5eab8804____c9_1____3.parquet,35
t_67c3f7ce5eab8804____c9_1____4.parquet,35
t_67c3f7ce5eab8804____c1_0____0.parquet,35
t_67c3f7ce5eab8804____c1_0____1.parquet,35
t_67c3f7ce5eab8804____c1_0____2.parquet,35
t_67c3f7ce5eab8804____c1_0____3.parquet,35
t_67c3f7ce5eab8804____c1_0____4.parquet,35
t_67c3f7ce5eab8804____c5_1____0.parquet,35
t_67c3f7ce5eab8804____c5_1____1.parquet,35
t_67c3f7ce5eab8804____c5_1____2.parquet,35
t_67c3f7ce5eab8804____c5_1____3.parquet,35
t_67c3f7ce5eab8804____c5_1____4.parquet,35
t_67c3f7ce5eab8804____c6_1____0.parquet,35
t_67c3f7ce5eab8804____c6_1____1.parquet,35
t_67c3f7ce5eab8804____c6_1____2.parquet,35
t_67c3f7ce5eab8804____c6_1____3.parquet,35
t_67c3f7ce5eab8804____c6_1____4.parquet,35
t_6c551d740feb0608____c10_0____0.parquet,6
t_6c551d740feb0608____c10_0____1.parquet,6
t_6c551d740feb0608____c10_0____2.parquet,6
t_6c551d740feb0608____c10_0____3.parquet,6
t_6c551d740feb0608____c10_0____4.parquet,6
t_6c551d740feb0608____c10_1____0.parquet,6
t_6c551d740feb0608____c10_1____1.parquet,6
t_6c551d740feb0608____c10_1____2.parquet,6
t_6c551d740feb0608____c10_1____3.parquet,6
t_6c551d740feb0608____c10_1____4.parquet,6
t_6c551d740feb0608____c11_0____0.parquet,6
t_6c551d740feb0608____c11_0____1.parquet,6
t_6c551d740feb0608____c11_0____2.parquet,6
t_6c551d740feb0608____c11_0____3.parquet,6
t_6c551d740feb0608____c11_0____4.parquet,6
t_6c551d740feb0608____c11_1____0.parquet,6
t_6c551d740feb0608____c11_1____1.parquet,6
t_6c551d740feb0608____c11_1____2.parquet,6
t_6c551d740feb0608____c11_1____3.parquet,6
t_6c551d740feb0608____c11_1____4.parquet,6
t_6c551d740feb0608____c12_0____0.parquet,6
t_6c551d740feb0608____c12_0____1.parquet,6
t_6c551d740feb0608____c12_0____2.parquet,6
t_6c551d740feb0608____c12_0____3.parquet,6
t_6c551d740feb0608____c12_0____4.parquet,6
t_6c551d740feb0608____c12_1____0.parquet,6
t_6c551d740feb0608____c12_1____1.parquet,6
t_6c551d740feb0608____c12_1____2.parquet,6
t_6c551d740feb0608____c12_1____3.parquet,6
t_6c551d740feb0608____c12_1____4.parquet,6
t_6c551d740feb0608____c13_0____0.parquet,6
t_6c551d740feb0608____c13_0____1.parquet,6
t_6c551d740feb0608____c13_0____2.parquet,6
t_6c551d740feb0608____c13_0____3.parquet,6
t_6c551d740feb0608____c13_0____4.parquet,6
t_6c551d740feb0608____c13_1____0.parquet,6
t_6c551d740feb0608____c13_1____1.parquet,6
t_6c551d740feb0608____c13_1____2.parquet,6
t_6c551d740feb0608____c13_1____3.parquet,6
t_6c551d740feb0608____c13_1____4.parquet,6
t_6c551d740feb0608____c14_0____0.parquet,6
t_6c551d740feb0608____c14_0____1.parquet,6
t_6c551d740feb0608____c14_0____2.parquet,6
t_6c551d740feb0608____c14_0____3.parquet,6
t_6c551d740feb0608____c14_0____4.parquet,6
t_6c551d740feb0608____c14_1____0.parquet,6
t_6c551d740feb0608____c14_1____1.parquet,6
t_6c551d740feb0608____c14_1____2.parquet,6
t_6c551d740feb0608____c14_1____3.parquet,6
t_6c551d740feb0608____c14_1____4.parquet,6
t_6c551d740feb0608____c15_0____0.parquet,6
t_6c551d740feb0608____c15_0____1.parquet,6
t_6c551d740feb0608____c15_0____2.parquet,6
t_6c551d740feb0608____c15_0____3.parquet,6
t_6c551d740feb0608____c15_0____4.parquet,6
t_6c551d740feb0608____c15_1____0.parquet,6
t_6c551d740feb0608____c15_1____1.parquet,6
t_6c551d740feb0608____c15_1____2.parquet,6
t_6c551d740feb0608____c15_1____3.parquet,6
t_6c551d740feb0608____c15_1____4.parquet,6
t_6c551d740feb0608____c16_0____0.parquet,6
t_6c551d740feb0608____c16_0____1.parquet,6
t_6c551d740feb0608____c16_0____2.parquet,6
t_6c551d740feb0608____c16_0____3.parquet,6
t_6c551d740feb0608____c16_0____4.parquet,6
t_6c551d740feb0608____c16_1____0.parquet,6
t_6c551d740feb0608____c16_1____1.parquet,6
t_6c551d740feb0608____c16_1____2.parquet,6
t_6c551d740feb0608____c16_1____3.parquet,6
t_6c551d740feb0608____c16_1____4.parquet,6
t_6c551d740feb0608____c17_0____0.parquet,6
t_6c551d740feb0608____c17_0____1.parquet,6
t_6c551d740feb0608____c17_0____2.parquet,6
t_6c551d740feb0608____c17_0____3.parquet,6
t_6c551d740feb0608____c17_0____4.parquet,6
t_6c551d740feb0608____c5_1____0.parquet,6
t_6c551d740feb0608____c5_1____1.parquet,6
t_6c551d740feb0608____c5_1____2.parquet,6
t_6c551d740feb0608____c5_1____3.parquet,6
t_6c551d740feb0608____c5_1____4.parquet,6
t_6c551d740feb0608____c7_0____0.parquet,6
t_6c551d740feb0608____c7_0____1.parquet,6
t_6c551d740feb0608____c7_0____2.parquet,6
t_6c551d740feb0608____c7_0____3.parquet,6
t_6c551d740feb0608____c7_0____4.parquet,6
t_6c551d740feb0608____c7_1____0.parquet,6
t_6c551d740feb0608____c7_1____1.parquet,6
t_6c551d740feb0608____c7_1____2.parquet,6
t_6c551d740feb0608____c7_1____3.parquet,6
t_6c551d740feb0608____c7_1____4.parquet,6
t_6c551d740feb0608____c8_0____0.parquet,6
t_6c551d740feb0608____c8_0____1.parquet,6
t_6c551d740feb0608____c8_0____2.parquet,6
t_6c551d740feb0608____c8_0____3.parquet,6
t_6c551d740feb0608____c8_0____4.parquet,6
t_6c551d740feb0608____c8_1____0.parquet,6
t_6c551d740feb0608____c8_1____1.parquet,6
t_6c551d740feb0608____c8_1____2.parquet,6
t_6c551d740feb0608____c8_1____3.parquet,6
t_6c551d740feb0608____c8_1____4.parquet,6
t_6c551d740feb0608____c9_0____0.parquet,6
t_6c551d740feb0608____c9_0____1.parquet,6
t_6c551d740feb0608____c9_0____2.parquet,6
t_6c551d740feb0608____c9_0____3.parquet,6
t_6c551d740feb0608____c9_0____4.parquet,6
t_e9efd5cda78af711____c10_0____0.parquet,6
t_e9efd5cda78af711____c10_0____1.parquet,6
t_e9efd5cda78af711____c10_0____2.parquet,6
t_e9efd5cda78af711____c10_0____3.parquet,6
t_e9efd5cda78af711____c10_0____4.parquet,6
t_e9efd5cda78af711____c2_0____0.parquet,6
t_e9efd5cda78af711____c2_0____1.parquet,6
t_e9efd5cda78af711____c2_0____2.parquet,6
t_e9efd5cda78af711____c2_0____3.parquet,6
t_e9efd5cda78af711____c2_0____4.parquet,6
t_e9efd5cda78af711____c4_0____0.parquet,6
t_e9efd5cda78af711____c4_0____1.parquet,6
t_e9efd5cda78af711____c4_0____2.parquet,6
t_e9efd5cda78af711____c4_0____3.parquet,6
t_e9efd5cda78af711____c4_0____4.parquet,6
t_e9efd5cda78af711____c5_0____0.parquet,6
t_e9efd5cda78af711____c5_0____1.parquet,6
t_e9efd5cda78af711____c5_0____2.parquet,6
t_e9efd5cda78af711____c5_0____3.parquet,6
t_e9efd5cda78af711____c5_0____4.parquet,6
t_e9efd5cda78af711____c8_1____0.parquet,6
t_e9efd5cda78af711____c8_1____1.parquet,6
t_e9efd5cda78af711____c8_1____2.parquet,6
t_e9efd5cda78af711____c8_1____3.parquet,6
t_e9efd5cda78af711____c8_1____4.parquet,6
t_6c551d740feb0608____c6_0____0.parquet,6
t_6c551d740feb0608____c6_0____1.parquet,6
t_6c551d740feb0608____c6_0____2.parquet,6
t_6c551d740feb0608____c6_0____3.parquet,6
t_6c551d740feb0608____c6_0____4.parquet,6
t_e9efd5cda78af711____c5_1____4.parquet,6
t_6c551d740feb0608____c6_1____0.parquet,6
t_6c551d740feb0608____c6_1____1.parquet,6
t_6c551d740feb0608____c6_1____2.parquet,6
t_6c551d740feb0608____c6_1____3.parquet,6
t_6c551d740feb0608____c6_1____4.parquet,6
t_6c551d740feb0608____c9_1____0.parquet,6
t_6c551d740feb0608____c9_1____1.parquet,6
t_6c551d740feb0608____c9_1____2.parquet,6
t_6c551d740feb0608____c9_1____3.parquet,6
t_6c551d740feb0608____c9_1____4.parquet,6
t_e9efd5cda78af711____c3_1____0.parquet,6
t_e9efd5cda78af711____c3_1____1.parquet,6
t_e9efd5cda78af711____c3_1____2.parquet,6
t_e9efd5cda78af711____c3_1____3.parquet,6
t_e9efd5cda78af711____c3_1____4.parquet,6
t_e9efd5cda78af711____c4_1____0.parquet,6
t_e9efd5cda78af711____c4_1____1.parquet,6
t_e9efd5cda78af711____c4_1____2.parquet,6
t_e9efd5cda78af711____c4_1____3.parquet,6
t_e9efd5cda78af711____c4_1____4.parquet,6
t_6c551d740feb0608____c1_0____0.parquet,36
t_6c551d740feb0608____c1_0____1.parquet,36
t_6c551d740feb0608____c1_0____2.parquet,36
t_6c551d740feb0608____c1_0____3.parquet,36
t_6c551d740feb0608____c1_0____4.parquet,36
t_6c551d740feb0608____c2_0____0.parquet,37
t_6c551d740feb0608____c2_0____1.parquet,37
t_6c551d740feb0608____c2_0____2.parquet,37
t_6c551d740feb0608____c2_0____3.parquet,37
t_6c551d740feb0608____c2_0____4.parquet,37
t_6c551d740feb0608____c3_0____0.parquet,37
t_6c551d740feb0608____c3_0____1.parquet,37
t_6c551d740feb0608____c3_0____2.parquet,37
t_6c551d740feb0608____c3_0____3.parquet,37
t_6c551d740feb0608____c3_0____4.parquet,37
t_6c551d740feb0608____c3_1____0.parquet,6
t_6c551d740feb0608____c3_1____3.parquet,6
t_6c551d740feb0608____c4_0____0.parquet,6
t_6c551d740feb0608____c4_0____1.parquet,6
t_6c551d740feb0608____c4_0____2.parquet,6
t_6c551d740feb0608____c4_0____3.parquet,6
t_6c551d740feb0608____c4_0____4.parquet,6
t_6c551d740feb0608____c5_0____0.parquet,6
t_6c551d740feb0608____c5_0____1.parquet,6
t_6c551d740feb0608____c5_0____2.parquet,6
t_6c551d740feb0608____c5_0____3.parquet,6
t_6c551d740feb0608____c5_0____4.parquet,6
t_6c551d740feb0608____c4_1____0.parquet,6
t_6c551d740feb0608____c4_1____1.parquet,6
t_6c551d740feb0608____c4_1____2.parquet,6
t_6c551d740feb0608____c4_1____3.parquet,6
t_6c551d740feb0608____c4_1____4.parquet,6
t_8b2f04db4903263f____c10_0____0.parquet,1
t_8b2f04db4903263f____c10_0____1.parquet,1
t_8b2f04db4903263f____c10_0____2.parquet,1
t_8b2f04db4903263f____c10_0____3.parquet,1
t_8b2f04db4903263f____c10_0____4.parquet,1
t_8b2f04db4903263f____c11_0____0.parquet,1
t_8b2f04db4903263f____c11_0____1.parquet,1
t_8b2f04db4903263f____c11_0____2.parquet,1
t_8b2f04db4903263f____c11_0____3.parquet,1
t_8b2f04db4903263f____c11_0____4.parquet,1
t_8b2f04db4903263f____c12_0____0.parquet,1
t_8b2f04db4903263f____c12_0____1.parquet,1
t_8b2f04db4903263f____c12_0____2.parquet,1
t_8b2f04db4903263f____c12_0____3.parquet,1
t_8b2f04db4903263f____c12_0____4.parquet,1
t_8b2f04db4903263f____c12_1____0.parquet,1
t_8b2f04db4903263f____c12_1____1.parquet,1
t_8b2f04db4903263f____c12_1____2.parquet,1
t_8b2f04db4903263f____c12_1____3.parquet,1
t_8b2f04db4903263f____c12_1____4.parquet,1
t_8b2f04db4903263f____c13_0____0.parquet,1
t_8b2f04db4903263f____c13_0____1.parquet,1
t_8b2f04db4903263f____c13_0____2.parquet,1
t_8b2f04db4903263f____c13_0____3.parquet,1
t_8b2f04db4903263f____c13_0____4.parquet,1
t_8b2f04db4903263f____c13_1____0.parquet,1
t_8b2f04db4903263f____c13_1____1.parquet,1
t_8b2f04db4903263f____c13_1____2.parquet,1
t_8b2f04db4903263f____c13_1____3.parquet,1
t_8b2f04db4903263f____c13_1____4.parquet,1
t_8b2f04db4903263f____c14_0____0.parquet,1
t_8b2f04db4903263f____c14_0____1.parquet,1
t_8b2f04db4903263f____c14_0____2.parquet,1
t_8b2f04db4903263f____c14_0____3.parquet,1
t_8b2f04db4903263f____c14_0____4.parquet,1
t_8b2f04db4903263f____c14_1____0.parquet,1
t_8b2f04db4903263f____c14_1____1.parquet,1
t_8b2f04db4903263f____c14_1____2.parquet,1
t_8b2f04db4903263f____c14_1____3.parquet,1
t_8b2f04db4903263f____c14_1____4.parquet,1
t_8b2f04db4903263f____c15_0____0.parquet,1
t_8b2f04db4903263f____c15_0____1.parquet,1
t_8b2f04db4903263f____c15_0____2.parquet,1
t_8b2f04db4903263f____c15_0____3.parquet,1
t_8b2f04db4903263f____c15_0____4.parquet,1
t_8b2f04db4903263f____c15_1____0.parquet,1
t_8b2f04db4903263f____c15_1____1.parquet,1
t_8b2f04db4903263f____c15_1____2.parquet,1
t_8b2f04db4903263f____c15_1____3.parquet,1
t_8b2f04db4903263f____c15_1____4.parquet,1
t_8b2f04db4903263f____c16_0____0.parquet,1
t_8b2f04db4903263f____c16_0____1.parquet,1
t_8b2f04db4903263f____c16_0____2.parquet,1
t_8b2f04db4903263f____c16_0____3.parquet,1
t_8b2f04db4903263f____c16_0____4.parquet,1
t_8b2f04db4903263f____c16_1____0.parquet,1
t_8b2f04db4903263f____c16_1____1.parquet,1
t_8b2f04db4903263f____c16_1____2.parquet,1
t_8b2f04db4903263f____c16_1____3.parquet,1
t_8b2f04db4903263f____c16_1____4.parquet,1
t_8b2f04db4903263f____c17_0____0.parquet,1
t_8b2f04db4903263f____c17_0____1.parquet,1
t_8b2f04db4903263f____c17_0____2.parquet,1
t_8b2f04db4903263f____c17_0____3.parquet,1
t_8b2f04db4903263f____c17_0____4.parquet,1
t_8b2f04db4903263f____c17_1____0.parquet,1
t_8b2f04db4903263f____c17_1____1.parquet,1
t_8b2f04db4903263f____c17_1____2.parquet,1
t_8b2f04db4903263f____c17_1____3.parquet,1
t_8b2f04db4903263f____c17_1____4.parquet,1
t_8b2f04db4903263f____c18_0____0.parquet,1
t_8b2f04db4903263f____c18_0____1.parquet,1
t_8b2f04db4903263f____c18_0____2.parquet,1
t_8b2f04db4903263f____c18_0____3.parquet,1
t_8b2f04db4903263f____c18_0____4.parquet,1
t_8b2f04db4903263f____c18_1____0.parquet,1
t_8b2f04db4903263f____c18_1____1.parquet,1
t_8b2f04db4903263f____c18_1____2.parquet,1
t_8b2f04db4903263f____c18_1____3.parquet,1
t_8b2f04db4903263f____c18_1____4.parquet,1
t_8b2f04db4903263f____c19_0____0.parquet,1
t_8b2f04db4903263f____c19_0____1.parquet,1
t_8b2f04db4903263f____c19_0____2.parquet,1
t_8b2f04db4903263f____c19_0____3.parquet,1
t_8b2f04db4903263f____c19_0____4.parquet,1
